enumerator_id,submission_id,gps_lat,gps_long,start_time,end_time,duration_minutes,consent,household_id,sync_status
E03,SUB0506,-1.243167,36.822482,2026-04-01 08:12,2026-04-01 09:00,48,Yes,HH058,Success
E03,SUB0507,-1.261176,36.831824,2026-04-01 16:51,2026-04-01 17:27,36,Yes,HH124,Success
E03,SUB0508,-1.246097,36.825834,2026-04-01 14:34,2026-04-01 14:46,12,No,HH165,Success
E02,SUB0509,-1.283071,36.819583,2026-04-01 16:37,2026-04-01 17:34,57,Yes,HH083,Success
E02,SUB0510,-1.324965,36.792271,2026-04-01 13:38,2026-04-01 13:58,20,Yes,HH061,Success
E01,SUB0511,-1.249874,36.81481,2026-04-01 15:50,2026-04-01 16:21,31,Yes,HH031,Success
E04,SUB0512,-1.289656,36.773583,2026-04-01 08:18,2026-04-01 08:27,9,Yes,HH155,Success
E05,SUB0513,-1.279166,36.790685,2026-04-01 13:11,2026-04-01 14:10,59,Yes,HH094,Failed
E01,SUB0514,-1.284554,36.826015,2026-04-01 11:48,2026-04-01 12:45,57,Yes,HH169,Success
E03,SUB0515,-1.320256,36.835891,2026-04-01 15:43,2026-04-01 15:53,10,Yes,HH163,Success
E03,SUB0516,-1.292611,36.780632,2026-04-01 17:20,2026-04-01 17:56,36,Yes,HH184,Success
E04,SUB0517,-1.268915,36.788754,2026-04-01 09:49,2026-04-01 10:08,19,Yes,HH118,Success
E02,SUB0518,-1.254285,36.77465,2026-04-01 13:46,2026-04-01 13:55,9,Yes,HH032,Success
E04,SUB0519,-1.271068,36.82042,2026-04-01 15:48,2026-04-01 16:33,45,No,HH189,Success
E01,SUB0520,-1.246118,36.818293,2026-04-01 17:26,2026-04-01 17:56,30,Yes,HH046,Failed
E05,SUB0521,-1.248476,36.780355,2026-04-01 10:57,2026-04-01 11:46,49,Yes,HH083,Success
E05,SUB0522,-1.23205,36.861591,2026-04-01 14:33,2026-04-01 15:02,29,Yes,HH088,Success
E03,SUB0523,-1.316663,36.811275,2026-04-01 15:43,2026-04-01 16:37,54,Yes,HH077,Success
E05,SUB0524,-1.256318,36.825358,2026-04-01 13:21,2026-04-01 14:09,48,Yes,HH183,Success
E03,SUB0525,-1.316733,36.84104,2026-04-01 13:53,2026-04-01 14:39,46,No,HH139,Success
E03,SUB0526,-1.294776,36.818037,2026-04-01 09:58,2026-04-01 10:49,51,Yes,HH107,Success
E05,SUB0527,-1.24527,36.85083,2026-04-01 12:52,2026-04-01 13:51,59,Yes,HH038,Success
E01,SUB0528,-1.303302,36.848553,2026-04-01 08:57,2026-04-01 09:12,15,No,HH038,Success
E01,SUB0529,-1.254641,36.773231,2026-04-01 13:02,2026-04-01 13:18,16,Yes,HH173,Success
E05,SUB0530,-1.265288,36.808889,2026-04-01 11:49,2026-04-01 12:39,50,Yes,HH179,Success
E03,SUB0531,-1.291245,36.86567,2026-04-01 08:48,2026-04-01 09:15,27,No,HH142,Success
E01,SUB0532,-1.304866,36.832056,2026-04-01 08:13,2026-04-01 09:03,50,Yes,HH058,Success
E03,SUB0533,-1.269661,36.847615,2026-04-01 17:19,2026-04-01 18:09,50,No,HH046,Success
E01,SUB0534,-1.256492,36.781935,2026-04-01 11:11,2026-04-01 11:25,14,Yes,HH068,Success
E02,SUB0535,-1.245399,36.770565,2026-04-01 10:44,2026-04-01 11:24,40,Yes,HH011,Failed
E02,SUB0536,-1.324914,36.863238,2026-04-01 13:30,2026-04-01 14:11,41,Yes,HH126,Success
E05,SUB0537,-1.322712,36.840768,2026-04-01 17:23,2026-04-01 17:48,25,Yes,HH134,Failed
E01,SUB0538,-1.288407,36.823704,2026-04-01 16:37,2026-04-01 16:50,13,Yes,HH055,Success
E03,SUB0539,-1.300643,36.865031,2026-04-01 13:39,2026-04-01 14:05,26,Yes,HH144,Success
E01,SUB0540,-1.295399,36.794035,2026-04-01 09:57,2026-04-01 10:42,45,Yes,HH063,Failed
E01,SUB0541,-1.238407,36.864499,2026-04-01 13:28,2026-04-01 13:55,27,Yes,HH073,Success
E01,SUB0542,-1.252951,36.821431,2026-04-01 16:49,2026-04-01 17:44,55,Yes,HH076,Success
E02,SUB0543,-1.321765,36.779596,2026-04-01 13:28,2026-04-01 14:03,35,No,HH137,Success
E01,SUB0544,-1.262966,36.847358,2026-04-01 09:07,2026-04-01 09:23,16,Yes,HH027,Success
E02,SUB0545,-1.259726,36.867622,2026-04-01 17:10,2026-04-01 18:06,56,Yes,HH019,Success
E02,SUB0546,-1.258313,36.773789,2026-04-01 08:24,2026-04-01 08:56,32,Yes,HH065,Success
E05,SUB0547,-1.247838,36.861099,2026-04-01 09:12,2026-04-01 09:51,39,Yes,HH104,Success
E04,SUB0548,-1.29105,36.781831,2026-04-01 13:23,2026-04-01 13:27,4,Yes,HH017,Success
E05,SUB0549,-1.245175,36.80577,2026-04-01 08:46,2026-04-01 09:33,47,Yes,HH176,Success
E03,SUB0550,-1.253473,36.813768,2026-04-01 09:28,2026-04-01 09:49,21,Yes,HH122,Success
E02,SUB0551,-1.316362,36.809099,2026-04-01 17:06,2026-04-01 17:23,17,Yes,HH163,Success
E02,SUB0552,-1.241302,36.866537,2026-04-01 13:05,2026-04-01 13:51,46,Yes,HH003,Success
E05,SUB0553,-1.317676,36.770503,2026-04-01 17:28,2026-04-01 17:40,12,Yes,HH022,Success
E03,SUB0554,-1.255857,36.842594,2026-04-01 11:35,2026-04-01 12:25,50,Yes,HH132,Failed
E02,SUB0555,-1.307921,36.853475,2026-04-01 10:44,2026-04-01 10:58,14,Yes,HH146,Success
E01,SUB0556,-1.265533,36.777314,2026-04-01 17:22,2026-04-01 17:54,32,Yes,HH051,Success
E05,SUB0557,-1.294286,36.83713,2026-04-01 16:18,2026-04-01 16:42,24,Yes,HH018,Success
E02,SUB0558,-1.284935,36.831634,2026-04-01 13:25,2026-04-01 13:59,34,Yes,HH145,Success
E05,SUB0559,-1.298367,36.812831,2026-04-01 14:13,2026-04-01 15:07,54,Yes,HH057,Success
E04,SUB0560,-1.294051,36.837958,2026-04-01 12:43,2026-04-01 13:39,56,Yes,HH115,Success
E03,SUB0561,-1.274833,36.787577,2026-04-01 13:12,2026-04-01 13:46,34,Yes,HH036,Success
E05,SUB0562,-1.256646,36.832662,2026-04-01 11:21,2026-04-01 11:40,19,Yes,HH130,Success
E01,SUB0563,-1.289487,36.829004,2026-04-01 17:55,2026-04-01 18:35,40,Yes,HH140,Success
E05,SUB0564,-1.25248,36.806582,2026-04-01 16:03,2026-04-01 16:47,44,Yes,HH188,Success
E03,SUB0565,-1.279888,36.779055,2026-04-01 10:17,2026-04-01 10:49,32,Yes,HH062,Success
E05,SUB0566,-1.278586,36.814622,2026-04-01 10:49,2026-04-01 11:40,51,Yes,HH169,Failed
E02,SUB0567,-1.325958,36.846147,2026-04-01 16:15,2026-04-01 16:40,25,Yes,HH060,Success
E01,SUB0568,-1.239227,36.806125,2026-04-01 11:31,2026-04-01 12:07,36,Yes,HH012,Success
E01,SUB0569,-1.259626,36.822137,2026-04-01 13:31,2026-04-01 13:40,9,Yes,HH068,Success
E05,SUB0570,-1.312615,36.835368,2026-04-01 17:17,2026-04-01 17:56,39,Yes,HH020,Success
E05,SUB0571,-1.232733,36.79229,2026-04-01 12:17,2026-04-01 12:44,27,Yes,HH089,Success
E04,SUB0572,-1.269579,36.820184,2026-04-01 16:13,2026-04-01 17:12,59,Yes,HH020,Success
E05,SUB0573,-1.314976,36.785736,2026-04-01 12:47,2026-04-01 13:03,16,Yes,HH170,Success
E02,SUB0574,-1.296978,36.781334,2026-04-01 15:04,2026-04-01 15:58,54,Yes,HH152,Success
E02,SUB0575,-1.305633,36.782789,2026-04-01 15:00,2026-04-01 15:04,4,Yes,HH132,Success
E01,SUB0576,-1.324409,36.795826,2026-04-01 17:46,2026-04-01 17:58,12,Yes,HH154,Failed
E05,SUB0577,-1.258045,36.836175,2026-04-01 08:19,2026-04-01 09:18,59,Yes,HH115,Success
E05,SUB0578,-1.281833,36.791936,2026-04-01 16:02,2026-04-01 17:00,58,Yes,HH150,Success
E02,SUB0579,-1.313228,36.838559,2026-04-01 16:43,2026-04-01 17:02,19,Yes,HH018,Success
E02,SUB0580,-1.316779,36.771656,2026-04-01 14:27,2026-04-01 14:54,27,Yes,HH176,Failed
E04,SUB0581,-1.32037,36.817587,2026-04-01 10:33,2026-04-01 11:14,41,Yes,HH137,Success
E05,SUB0582,-1.281776,36.783033,2026-04-01 10:00,2026-04-01 10:08,8,Yes,HH199,Success
E04,SUB0583,-1.292962,36.774344,2026-04-01 16:54,2026-04-01 17:23,29,Yes,HH124,Success
E04,SUB0584,-1.249538,36.860786,2026-04-01 13:58,2026-04-01 14:38,40,Yes,HH109,Success
E02,SUB0585,-1.253414,36.861009,2026-04-01 12:20,2026-04-01 12:53,33,Yes,HH140,Success
E04,SUB0586,-1.329453,36.844365,2026-04-01 12:23,2026-04-01 12:38,15,Yes,HH134,Success
E01,SUB0587,-1.309458,36.850429,2026-04-01 14:24,2026-04-01 15:08,44,Yes,HH110,Success
E05,SUB0588,-1.244502,36.812356,2026-04-01 12:19,2026-04-01 12:38,19,Yes,HH175,Success
E04,SUB0589,-1.27479,36.825756,2026-04-01 11:28,2026-04-01 11:57,29,Yes,HH124,Success
E03,SUB0590,-1.295564,36.840549,2026-04-01 13:14,2026-04-01 13:53,39,Yes,HH169,Success
E01,SUB0591,-1.251689,36.864925,2026-04-01 11:55,2026-04-01 12:26,31,Yes,HH087,Success
E05,SUB0592,-1.29109,36.833588,2026-04-01 08:53,2026-04-01 09:06,13,Yes,HH121,Success
E05,SUB0593,-1.323592,36.792177,2026-04-01 15:25,2026-04-01 15:33,8,Yes,HH099,Success
E04,SUB0594,-1.258839,36.829747,2026-04-01 16:53,2026-04-01 17:14,21,Yes,HH164,Success
E04,SUB0595,-1.309829,36.835688,2026-04-01 15:29,2026-04-01 15:32,3,Yes,HH009,Success
E05,SUB0596,-1.260155,36.831519,2026-04-01 16:42,2026-04-01 17:18,36,Yes,HH168,Success
E01,SUB0597,-1.230318,36.847967,2026-04-01 10:41,2026-04-01 10:49,8,Yes,HH151,Success
E02,SUB0598,-1.256307,36.776862,2026-04-01 16:50,2026-04-01 16:53,3,Yes,HH144,Success
E05,SUB0599,-1.233671,36.797651,2026-04-01 13:56,2026-04-01 14:21,25,Yes,HH104,Success
E05,SUB0600,-1.312497,36.820624,2026-04-01 08:04,2026-04-01 08:23,19,Yes,HH088,Success
